did,handle,display_name,avatar,associated_chat_allow_incoming,associated_activity_subscription_allowsubscriptions,viewer_muted,viewer_blocked_by,labels_src,labels_uri,labels_cid,labels_val,labels_cts,created_at,description,indexed_at,uri,original_uri,verification_verifications_issuer,verification_verifications_uri,verification_verifications_is_valid,verification_verifications_created_at,verification_verified_status,verification_trusted_verifierstatus,viewer_following,viewer_followed_by,labels_ver,labels_cts_..9,labels_src_..10,labels_uri_..11,labels_val_..12,labels_src_..14,labels_uri_..15,labels_val_..17,labels_cts_..18,labels_src_..22,labels_uri_..23,labels_val_..24,labels_cts_..25
did:plc:cqolwbvettop2zzsz7q3k4x4,liamward.ie,Liam Ward,https://cdn.bsky.app/img/avatar/plain/did:plc:cqolwbvettop2zzsz7q3k4x4/bafkreif2iumwghtucoir6zp6uujrdgteevw4suqw3nspzyc4om7n75xvma@jpeg,NA,followers,FALSE,FALSE,NA,NA,NA,NA,NA,2024-11-14T14:25:48.555Z,"Working in tech but more likely to post about football or music. I wash bibs and pick up cones for Shelbourne FC's women's team. Kevin Godley once described me as a ""visionary boffin"".",2025-02-26T08:06:09.113Z,at://did:plc:7czbhyt6vmlibzjk2md3ds36/app.bsky.feed.post/3m6hdjj2nkc2m,at://did:plc:7czbhyt6vmlibzjk2md3ds36/app.bsky.feed.post/3m6hdjj2nkc2m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:bzjctancupmf6cbk3eazuenz,rebelalliance77.bsky.social,David 🏳️‍🌈🇮🇪,https://cdn.bsky.app/img/avatar/plain/did:plc:bzjctancupmf6cbk3eazuenz/bafkreighapvyujietktgvkr3nvf3hfcgtwfijcojudypny2jonco7cxcei@jpeg,NA,followers,FALSE,FALSE,did:plc:bzjctancupmf6cbk3eazuenz,at://did:plc:bzjctancupmf6cbk3eazuenz/app.bsky.actor.profile/self,bafyreihpynwv7z236loejw2s7m7vhbw4smtxxqwr2pbksvmjtvrhgadesy,!no-unauthenticated,2025-04-09T11:25:47.492Z,2025-04-09T11:25:48.543Z,"Dubliner.
Coddle enthusiast. Fenian Cunt. Minion of the moon. Stuck up half witted scruffy looking nerf herder",2025-11-03T07:02:32.317Z,at://did:plc:7czbhyt6vmlibzjk2md3ds36/app.bsky.feed.post/3m6hdjj2nkc2m,at://did:plc:7czbhyt6vmlibzjk2md3ds36/app.bsky.feed.post/3m6hdjj2nkc2m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:bwri5etslrdnbu6jpqrznf36,tggleeson.bsky.social,Tom Gleeson,https://cdn.bsky.app/img/avatar/plain/did:plc:bwri5etslrdnbu6jpqrznf36/bafkreihtmarp2pk4ul3uyjzpgw53xdwfpicyxd43xxn6npjxrwoapc4wce@jpeg,following,followers,FALSE,FALSE,NA,NA,NA,NA,NA,2023-07-01T19:36:29.771Z,Datasmith (retired) same handle on the Bird Site.,2024-11-23T11:40:32.308Z,at://did:plc:7czbhyt6vmlibzjk2md3ds36/app.bsky.feed.post/3m6hdjj2nkc2m,at://did:plc:7czbhyt6vmlibzjk2md3ds36/app.bsky.feed.post/3m6hdjj2nkc2m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:bfgylvtnfvzomjbpv7wetcq3,regcoppinger.bsky.social,Reg Coppinger,https://cdn.bsky.app/img/avatar/plain/did:plc:bfgylvtnfvzomjbpv7wetcq3/bafkreico3zg2pl2lshqwdhiejqlz7htgdrzqhkp3ffye6lkhvdk7tlakqm@jpeg,following,followers,FALSE,FALSE,did:plc:bfgylvtnfvzomjbpv7wetcq3,at://did:plc:bfgylvtnfvzomjbpv7wetcq3/app.bsky.actor.profile/self,bafyreiab3zrtgenacyyfafa2jp6m27dttb5p7v4scgn7stffagalucjw7i,!no-unauthenticated,1970-01-01T00:00:00.000Z,2023-08-05T20:03:46.498Z,"Food, parkrun, football, books, and my dog Ollie. If that's not your thing, you know what to do!
Pronouns...she/her/hers. #Speirgorm",2024-11-19T13:47:54.338Z,at://did:plc:7czbhyt6vmlibzjk2md3ds36/app.bsky.feed.post/3m6hdjj2nkc2m,at://did:plc:7czbhyt6vmlibzjk2md3ds36/app.bsky.feed.post/3m6hdjj2nkc2m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:b5yxc2nhcgrbtu3twvlg3i7a,siobhanmcelduff.bsky.social,Siobhán McElduff,https://cdn.bsky.app/img/avatar/plain/did:plc:b5yxc2nhcgrbtu3twvlg3i7a/bafkreic6dyc6priycmupus2jwgxcckarhc3y7x52dajmswn5zw4tsgmt7e@jpeg,following,followers,FALSE,FALSE,did:plc:b5yxc2nhcgrbtu3twvlg3i7a,at://did:plc:b5yxc2nhcgrbtu3twvlg3i7a/app.bsky.actor.profile/self,bafyreig7wnt2jq2vheifruhqczeczqsxro3wipbbzbbhfyyikqlem7kzoe,!no-unauthenticated,1970-01-01T00:00:00.000Z,2023-07-11T10:59:22.022Z,"1st gen Irish (Donegal/Sligo) settler in Canada. Author of obscure academic books and slightly less obscure OERs on Roman culture.  Translator of, and far too fond of Cicero.  She/her nó sí/í  

Opinions my own


siobhanmcelduff.com",2025-11-20T12:32:50.691Z,at://did:plc:7czbhyt6vmlibzjk2md3ds36/app.bsky.feed.post/3m6hdjj2nkc2m,at://did:plc:7czbhyt6vmlibzjk2md3ds36/app.bsky.feed.post/3m6hdjj2nkc2m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:a27zctm3vithf5pfpnhly53r,diarmuidslattery.bsky.social,Diarmuid Slattery,https://cdn.bsky.app/img/avatar/plain/did:plc:a27zctm3vithf5pfpnhly53r/bafkreicvbkwj6yxx3x22slxmeadcn4e4koj6mdf6vhzcvhoixyzf4nhrka@jpeg,NA,followers,FALSE,FALSE,NA,NA,NA,NA,NA,2023-12-03T10:28:43.575Z,"Designer. Mostly Dublin, sometimes Kerry. 🇮🇪

Likes: Cycling 🚲; Sports ⚽️; History 📚; Politics 📣; Arts 🖼️",2024-12-27T21:01:14.013Z,at://did:plc:7czbhyt6vmlibzjk2md3ds36/app.bsky.feed.post/3m6hdjj2nkc2m,at://did:plc:7czbhyt6vmlibzjk2md3ds36/app.bsky.feed.post/3m6hdjj2nkc2m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:7py7byplezg4ycaero6dll4j,hurleybiy.bsky.social,Alan Hurley,https://cdn.bsky.app/img/avatar/plain/did:plc:7py7byplezg4ycaero6dll4j/bafkreieyaiohovmpnuief23637r24ndqynppnhpncrbwzpz6wg7mffwnc4@jpeg,NA,followers,FALSE,FALSE,NA,NA,NA,NA,NA,2024-11-09T03:44:06.518Z,"Artist from Cork City, Ireland.",2024-12-30T14:53:44.914Z,at://did:plc:7czbhyt6vmlibzjk2md3ds36/app.bsky.feed.post/3m6hdjj2nkc2m,at://did:plc:7czbhyt6vmlibzjk2md3ds36/app.bsky.feed.post/3m6hdjj2nkc2m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:64ict5kfks2xkx6seyubggy2,leoie.bsky.social,Leo O’Shaughnessy,https://cdn.bsky.app/img/avatar/plain/did:plc:64ict5kfks2xkx6seyubggy2/bafkreicxnornymznv6mkakurheksujgkfbd6vrjc4qfoddvc2dt7yvix5y@jpeg,following,followers,FALSE,FALSE,NA,NA,NA,NA,NA,2023-06-07T17:40:32.437Z,Gen X lefty fag. Ban Billionaires. Trans rights are human rights. Free Palestine.,2025-10-19T16:22:15.417Z,at://did:plc:7czbhyt6vmlibzjk2md3ds36/app.bsky.feed.post/3m6hdjj2nkc2m,at://did:plc:7czbhyt6vmlibzjk2md3ds36/app.bsky.feed.post/3m6hdjj2nkc2m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:4s6cokwxeffbkidk7vcgqi4j,theskinnydoll.bsky.social,,https://cdn.bsky.app/img/avatar/plain/did:plc:4s6cokwxeffbkidk7vcgqi4j/bafkreiaytbvzybd4ag5ksn2kueeyeb3rqxsxwc7yxevlr6az2wf7zbrxfe@jpeg,NA,followers,FALSE,FALSE,did:plc:4s6cokwxeffbkidk7vcgqi4j,at://did:plc:4s6cokwxeffbkidk7vcgqi4j/app.bsky.actor.profile/self,bafyreifcm5wyqiisb5dggiirenbumcw7bkpehfdagcjam3psnccqifobia,!no-unauthenticated,1970-01-01T00:00:00.000Z,2023-07-18T12:26:54.247Z,NA,2024-11-30T17:34:21.309Z,at://did:plc:7czbhyt6vmlibzjk2md3ds36/app.bsky.feed.post/3m6hdjj2nkc2m,at://did:plc:7czbhyt6vmlibzjk2md3ds36/app.bsky.feed.post/3m6hdjj2nkc2m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:4gnebpoe7wljgw3pf3y35do3,annapr.bsky.social,Anna Pringle,https://cdn.bsky.app/img/avatar/plain/did:plc:4gnebpoe7wljgw3pf3y35do3/bafkreicip3lkelqwkjqi4zk47kwwgdfhkcde7rw2ut2e6i2mmzwvknzq5y@jpeg,following,followers,FALSE,FALSE,did:plc:4gnebpoe7wljgw3pf3y35do3,at://did:plc:4gnebpoe7wljgw3pf3y35do3/app.bsky.actor.profile/self,bafyreihrgdisvza5kr52tkqo2ciq6uqkhwjs6rmo73dzntia5dvxku6k5m,!no-unauthenticated,1970-01-01T00:00:00.000Z,2023-10-04T17:40:51.039Z,"Climate Alarm Clock podcast host (https://the-climate-alarm-clock.captivate.fm/)
Sanctuary Runner (www.sanctuaryrunners.ie).  
https://notherenotanywhere.com/
#LoveDonegal #ClimateActionNow",2025-10-29T19:36:10.617Z,at://did:plc:7czbhyt6vmlibzjk2md3ds36/app.bsky.feed.post/3m6hdjj2nkc2m,at://did:plc:7czbhyt6vmlibzjk2md3ds36/app.bsky.feed.post/3m6hdjj2nkc2m,NA,NA,NA,NA,NA,NA,at://did:plc:3wpo7job2jp43puoosjvpy62/app.bsky.graph.follow/3ljamnchnzq2h,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:3nu7oejfrf4s34vohvwkavtc,stitchlily.bsky.social,Orla Breslin,https://cdn.bsky.app/img/avatar/plain/did:plc:3nu7oejfrf4s34vohvwkavtc/bafkreidi4cemuzswiwnoqdbyh6cpeht3db4womll6bybb7i2cseehluune@jpeg,all,followers,FALSE,FALSE,did:plc:3nu7oejfrf4s34vohvwkavtc,at://did:plc:3nu7oejfrf4s34vohvwkavtc/app.bsky.actor.profile/self,bafyreids6w4njsy52smohu3e4nrrszir4gbr5jg7n7hkutxxoijcacz7re,!no-unauthenticated,1970-01-01T00:00:00.000Z,2023-11-06T10:31:10.793Z,"Designer/Maker, and sometime organiser w a bit of humanities too. Sí/í she/her
Let's get the Occupied Terrorites Bill passed!! 🇵🇸🇱🇧
https://my.uplift.ie/petitions/enact-the-occupied-territories-bill

Corca Dhuibhne, Ireland. 🇮🇪",2025-10-31T11:52:58.216Z,at://did:plc:7czbhyt6vmlibzjk2md3ds36/app.bsky.feed.post/3m6hdjj2nkc2m,at://did:plc:7czbhyt6vmlibzjk2md3ds36/app.bsky.feed.post/3m6hdjj2nkc2m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:36hqooiwcmgr3vfc4ovmi2bd,philipoconnor.bsky.social,Philip O'Connor,https://cdn.bsky.app/img/avatar/plain/did:plc:36hqooiwcmgr3vfc4ovmi2bd/bafkreiauzq6hi5pjskrwcyzly2adxm5lylfuxist7pkwxebglrlvp25qxe@jpeg,NA,followers,FALSE,FALSE,NA,NA,NA,NA,NA,2023-06-21T11:51:12.418Z,"""Love dares you to care for the people on the edge of the night.""
Irish journalist based in Stockholm, covering the world. ",2024-08-25T18:55:34.154Z,at://did:plc:7czbhyt6vmlibzjk2md3ds36/app.bsky.feed.post/3m6hdjj2nkc2m,at://did:plc:7czbhyt6vmlibzjk2md3ds36/app.bsky.feed.post/3m6hdjj2nkc2m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:33vlabr5n5naktrl6xgyopoc,nigellicus.bsky.social,Nigel Quinlan,https://cdn.bsky.app/img/avatar/plain/did:plc:33vlabr5n5naktrl6xgyopoc/bafkreic6jqrvv77tnd4thjsktidbbvfdh6qyvbjvbe73rcqd2alwgovzti@jpeg,all,followers,FALSE,FALSE,NA,NA,NA,NA,NA,2023-10-19T21:01:39.707Z,"Writer, The Maloneys' Magical Weatherbox and Cloak Of Feathers. Repped by The Nuremberg Agency. ",2025-02-28T14:19:33.513Z,at://did:plc:7czbhyt6vmlibzjk2md3ds36/app.bsky.feed.post/3m6hdjj2nkc2m,at://did:plc:7czbhyt6vmlibzjk2md3ds36/app.bsky.feed.post/3m6hdjj2nkc2m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:2rhdn5zhn7mkfvy75rgdqjmw,mimmcloughlin.bsky.social,Mim,https://cdn.bsky.app/img/avatar/plain/did:plc:2rhdn5zhn7mkfvy75rgdqjmw/bafkreignc6tgwg4xafztzqul47usyeg6pawgvqoo6oxwob56t7rq2nagcy@jpeg,following,mutuals,FALSE,FALSE,did:plc:2rhdn5zhn7mkfvy75rgdqjmw,at://did:plc:2rhdn5zhn7mkfvy75rgdqjmw/app.bsky.actor.profile/self,bafyreihdiwjkvqekrvz4siz5hqcn4aw6fdhtbjzj32phipea7bya7ohb7u,!no-unauthenticated,1970-01-01T00:00:00.000Z,2023-10-08T16:44:36.003Z,"Sometimes I stand in the middle of the floor, not going left, not going right",2025-11-28T14:47:21.090Z,at://did:plc:7czbhyt6vmlibzjk2md3ds36/app.bsky.feed.post/3m6hdjj2nkc2m,at://did:plc:7czbhyt6vmlibzjk2md3ds36/app.bsky.feed.post/3m6hdjj2nkc2m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:2lhp2uaza4wxynu24mosjp6g,corcaighgodeo.bsky.social,Bríd Uí Mh,https://cdn.bsky.app/img/avatar/plain/did:plc:2lhp2uaza4wxynu24mosjp6g/bafkreidabhmuqm3tcetqvy3oasnlkro7ydkxntt4blmapopo66lnsjzpau@jpeg,NA,followers,FALSE,FALSE,NA,NA,NA,NA,NA,2024-11-14T17:20:58.056Z,Cork. Gaeilge..Helper of hedgehogs. Horses. Opinions my own .,2025-10-10T16:28:53.141Z,at://did:plc:7czbhyt6vmlibzjk2md3ds36/app.bsky.feed.post/3m6hdjj2nkc2m,at://did:plc:7czbhyt6vmlibzjk2md3ds36/app.bsky.feed.post/3m6hdjj2nkc2m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:26pzwwqvqq5ew7llscug4zir,roserosey.bsky.social,Rose Young,https://cdn.bsky.app/img/avatar/plain/did:plc:26pzwwqvqq5ew7llscug4zir/bafkreiegaj2gnf5ucnutrczo4fhyzbqjzv6yyshsmshlvxbuonyvqjwtma@jpeg,all,followers,FALSE,FALSE,NA,NA,NA,NA,NA,2023-11-30T13:15:38.878Z,"Worker, reader and a bit of a nosey person from Ireland 🙄",2024-11-28T14:09:06.709Z,at://did:plc:7czbhyt6vmlibzjk2md3ds36/app.bsky.feed.post/3m6hdjj2nkc2m,at://did:plc:7czbhyt6vmlibzjk2md3ds36/app.bsky.feed.post/3m6hdjj2nkc2m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:h3yltktumapdlsazgp2fmygm,mokeeffee.bsky.social,Máirtin Ó’Caoiṁ (O’Keeffe),https://cdn.bsky.app/img/avatar/plain/did:plc:h3yltktumapdlsazgp2fmygm/bafkreid3ao6oc7umqnh7egb7d3y3tjsfraxhinm4o5a7ayspd56z6gwvdi@jpeg,NA,followers,FALSE,FALSE,did:plc:h3yltktumapdlsazgp2fmygm,at://did:plc:h3yltktumapdlsazgp2fmygm/app.bsky.actor.profile/self,bafyreid2yps4ft2of7zvmrz7xr5qvnicklrqzliokl6qf5u5dokm3n67j4,!no-unauthenticated,2024-11-21T14:19:30.915Z,2024-11-21T14:19:32.133Z,"Irish European. Located in England. Planning move to Spain over next 3 years. 
History/Politics/Media",2025-11-18T15:30:23.216Z,at://did:plc:3zrtumskbaikoqc2z3ou3nnc/app.bsky.feed.post/3m6hdapy4e22d,at://did:plc:3zrtumskbaikoqc2z3ou3nnc/app.bsky.feed.post/3m6hdapy4e22d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:r2id5ogmv3mwkflk4vrl7kjl,merrua.bsky.social,,https://cdn.bsky.app/img/avatar/plain/did:plc:r2id5ogmv3mwkflk4vrl7kjl/bafkreiel36nh2ua6gzvnjd55dwame5jjuwl6ali4dedwrprkcvpv3t7s34@jpeg,NA,followers,FALSE,FALSE,NA,NA,NA,NA,NA,2025-02-14T22:08:30.313Z,NA,2025-02-14T22:08:30.313Z,at://did:plc:2ll6cgbcj4u3prjbf75bjvjr/app.bsky.feed.post/3m6hbzfwsedb5,at://did:plc:2ll6cgbcj4u3prjbf75bjvjr/app.bsky.feed.post/3m6hbzfwsedb5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:d7watnxo4apjerfac3jg2hky,seannorthridge.bsky.social,Sean Northridge,https://cdn.bsky.app/img/avatar/plain/did:plc:d7watnxo4apjerfac3jg2hky/bafkreierosa5jx3tx4jnt23hkvgauinzb33xv7afi2tzxnh6wqp5mssobi@jpeg,all,followers,FALSE,FALSE,did:plc:d7watnxo4apjerfac3jg2hky,at://did:plc:d7watnxo4apjerfac3jg2hky/app.bsky.actor.profile/self,bafyreihtxigw3eygzcnt2bowerxchdhx6va2vmtjhrkctfwfbwh7rjmpuy,!no-unauthenticated,1970-01-01T00:00:00.000Z,2023-05-25T19:13:14.400Z,"Former Storyboard Artist.
Writer and Comic Book Artist.
Hasn’t published a book in six years due to *motions at all the bullshit*

Working on: PROJECT CREEK and numerous Genie stuff

Check Out My Stuff: https://linktr.ee/SeanNorthridge",2025-10-14T22:40:47.481Z,at://did:plc:2ll6cgbcj4u3prjbf75bjvjr/app.bsky.feed.post/3m6hbzfwsedb5,at://did:plc:2ll6cgbcj4u3prjbf75bjvjr/app.bsky.feed.post/3m6hbzfwsedb5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:4bl6bpnggvjb3qgcwhosv6xg,hayleymulch.com,samhain seeds in the mulch 🍂,https://cdn.bsky.app/img/avatar/plain/did:plc:4bl6bpnggvjb3qgcwhosv6xg/bafkreiblz3itgxh3disqcdolaigs6fwbeu2dnyl6fvt6rbfxoi4u6cjpky@jpeg,following,followers,FALSE,FALSE,NA,NA,NA,NA,NA,2023-07-22T08:20:26.081Z,"the original mulchmaxxer. Irish artist, witch and F1 fan. she/they/sí/iad. 🇮🇪🇵🇸 pfp by @planetsmudge.bsky.social‬

#HylysArt
Shop: hayleymulch.com
Links: links.hayleymulch.com
E-mail: hello@hayleymulch.com",2025-11-27T09:15:27.790Z,at://did:plc:2ll6cgbcj4u3prjbf75bjvjr/app.bsky.feed.post/3m6hbzfwsedb5,at://did:plc:2ll6cgbcj4u3prjbf75bjvjr/app.bsky.feed.post/3m6hbzfwsedb5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:wag674sevew5ziuie5zoa3qi,ayrtonobrien.bsky.social,Ayrton O'Brien 🇵🇸,https://cdn.bsky.app/img/avatar/plain/did:plc:wag674sevew5ziuie5zoa3qi/bafkreia6zsd77y5xkazyiwrnnlak75g6jr3g7wq4kkzywlqgswy2ukla2i@jpeg,following,followers,FALSE,FALSE,did:plc:wag674sevew5ziuie5zoa3qi,at://did:plc:wag674sevew5ziuie5zoa3qi/app.bsky.actor.profile/self,bafyreibwgj67cehjdzjg55me5idlydjtdweunshchiwfi2obdx424hrq3y,!no-unauthenticated,1970-01-01T00:00:00.000Z,2023-09-21T18:47:45.931Z,"Film nerd / existential mess

Free Palestine

on GMT (in Ireland)",2025-03-16T23:43:05.816Z,at://did:plc:rrj4gnpl267pqtrrdsjkijaq/app.bsky.feed.post/3m6hbbwzsak26,at://did:plc:rrj4gnpl267pqtrrdsjkijaq/app.bsky.feed.post/3m6hbbwzsak26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:jr5xhxt5w6a2jqh2os36rkvg,ciara2001.bsky.social,ᚅᚓᚃ ᚆᚐᚔᚏᚇᚑ ᚃᚆᚑ ᚇᚔᚄ,https://cdn.bsky.app/img/avatar/plain/did:plc:jr5xhxt5w6a2jqh2os36rkvg/bafkreih73qv6rss52oow6222zwkgs6qlgiti73jself3g4fosgzsgolgym@jpeg,all,followers,FALSE,FALSE,did:plc:jr5xhxt5w6a2jqh2os36rkvg,at://did:plc:jr5xhxt5w6a2jqh2os36rkvg/app.bsky.actor.profile/self,bafyreiekjse6455k52pkqbly6fapsnetuldbhl4a6ixr3ipfu53ls7d3pu,!no-unauthenticated,1970-01-01T00:00:00.000Z,2023-05-21T17:12:47.907Z,"A lapsed moment of reasonableness
She/Her
Lover of utter randomness
Irish 
(something pithy. poignant and wird will probably fill this space at some point, yes I am doing a little experiment)
""For I have manifested my darkness and become god""",2025-11-19T20:15:50.691Z,at://did:plc:v6y63c54iecyzlxp3vrxvwv2/app.bsky.feed.post/3m6hap6z4ek2t,at://did:plc:v6y63c54iecyzlxp3vrxvwv2/app.bsky.feed.post/3m6hap6z4ek2t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:qjpmddmvbju7udpvanfmzbnq,pierpaolo.bsky.social,𝚙𝚒𝚎𝚛𝚙𝚊𝚘𝚕𝚘,https://cdn.bsky.app/img/avatar/plain/did:plc:qjpmddmvbju7udpvanfmzbnq/bafkreid4irtrd7azkg2tkyt3zchdoaqmmx5cz7rcsc5bhnhs3ekxvc7glu@jpeg,none,followers,FALSE,FALSE,NA,NA,NA,NA,NA,2023-11-06T16:39:42.482Z,"𝙰𝚕𝚕 𝚙𝚒𝚌𝚜 𝚊𝚛𝚎 𝚖𝚒𝚗𝚎, 𝚎𝚡𝚌𝚎𝚙𝚝 𝚛𝚎𝚙𝚘𝚜𝚝𝚜
🇪🇺🇮🇹

more on @pierpaolo2.bsky.social",2025-11-27T20:11:48.889Z,at://did:plc:iecysrzsqba4uhev4v7r5py7/app.bsky.feed.post/3m6h6tvbk5c2f,at://did:plc:iecysrzsqba4uhev4v7r5py7/app.bsky.feed.post/3m6h6tvbk5c2f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:kizxxe3krp4p2sv3xwdymdpk,breeze420.bsky.social,Breezie,https://cdn.bsky.app/img/avatar/plain/did:plc:kizxxe3krp4p2sv3xwdymdpk/bafkreifbgdglalkiyjqioahzg45v3at3bwden3jha5vqk5ozoz7ppofv5y@jpeg,none,followers,FALSE,FALSE,NA,NA,NA,NA,NA,2024-02-11T03:58:16.308Z,📷 I mostly follow/post photos/art  (beware I repost a lot ) PNW  Humanist  Ecocentric   egalitarian anti capitalist  pro earth🌍 wildlife nature craver🌲☁️🦅🦌 photos mine with cheap ☎️  science not idiocy ⛺️🎨 🎶🎹📖🪐let's be better humans👬👫👭😊Skye Breeze,2025-11-28T01:29:06.489Z,at://did:plc:iecysrzsqba4uhev4v7r5py7/app.bsky.feed.post/3m6h6tvbk5c2f,at://did:plc:iecysrzsqba4uhev4v7r5py7/app.bsky.feed.post/3m6h6tvbk5c2f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:e4ksd45nrer7meqyobckwfhj,icyvr.bsky.social,Ian Crook,https://cdn.bsky.app/img/avatar/plain/did:plc:e4ksd45nrer7meqyobckwfhj/bafkreiczbawkwoqhbdzhtkxwvhb4juyb7iglshrw6j4nw6vezucumxkfxa@jpeg,NA,followers,FALSE,FALSE,NA,NA,NA,NA,NA,2024-02-04T03:18:37.798Z,"Vancouver-based amateur photographer, with occasional comments on political issues.",2025-01-12T19:52:18.913Z,at://did:plc:iecysrzsqba4uhev4v7r5py7/app.bsky.feed.post/3m6h6tvbk5c2f,at://did:plc:iecysrzsqba4uhev4v7r5py7/app.bsky.feed.post/3m6h6tvbk5c2f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:6nowce2jqpegcuacmp5l5pzi,photohour.bsky.social,PhotoHour,https://cdn.bsky.app/img/avatar/plain/did:plc:6nowce2jqpegcuacmp5l5pzi/bafkreiet5s6x7zsf44moads6gvpogdfrylmyfcjcs2yv3vlbm7h4sldvwi@jpeg,NA,followers,FALSE,FALSE,NA,NA,NA,NA,NA,2024-11-24T13:39:59.009Z,"Connecting Professional & Amateur photographers alike.  
Sister account to @stormhour.com

Join our Newsletter at stormhour.com

Include the hashtag #PhotoHour to be featured on our photography feed",2025-07-02T15:27:14.897Z,at://did:plc:iecysrzsqba4uhev4v7r5py7/app.bsky.feed.post/3m6h6tvbk5c2f,at://did:plc:iecysrzsqba4uhev4v7r5py7/app.bsky.feed.post/3m6h6tvbk5c2f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
